Month,Wspd,Wdir,Atmp,Pres,Dewp,Humi,Wtmp,Wvht,Dpd,Mwd
4,2.60783720736,159,28.1,1014.7,20.9,65.0,28.99,1.51,8.0,87
4,1.6298982546,186,28.1,1014.0,21.5,67.5,28.78,1.52,8.3,51.0
4,4.02041569468,195,28.1,1013.65,21.8,68.75,28.68,1.53,8.45,33.0
4,3.58577616012,243,28.1,1013.3,22.1,70.0,28.57,1.54,8.6,15
4,4.3463953456,234,27.7,1013.1,21.6,70.0,28.44,1.6,8.0,84
4,4.12907557832,243,26.8,1064.9,24.6,109.0,34.75,16.11,17.4,126.0
4,5.86763371655,90,26.8,1039.15,23.5,93.0,31.59,8.8,13.05,103.5
4,10.865988364,141,26.8,1026.28,22.95,85.0,30.01,5.15,10.88,92.25
4,4.78103488016,153,26.8,1019.84,22.67,81.0,29.22,3.33,9.79,86.62
4,2.39051744008,195,26.8,1013.4,22.4,77.0,28.42,1.5,8.7,81
4,4.02041569468,198,26.8,1012.7,22.6,78.0,28.35,1.55,8.3,78
4,1.73855813824,222,26.65,1012.05,22.65,79.0,28.39,1.41,8.3,79.5
4,5.75897383291,219,26.5,1011.4,22.7,80.0,28.43,1.26,8.3,81
4,2.49917732372,174,26.4,1011.3,22.45,79.0,28.43,1.24,7.85,79.5
4,2.49917732372,174,26.3,1011.2,22.2,78.0,28.43,1.22,7.4,78
4,2.49917732372,174,26.3,1011.2,22.2,78.0,28.43,1.22,7.4,78
4,5.65031394927,216,26.6,1013.1,22.5,78.0,28.4,1.85,8.0,81
4,3.47711627648,189,28.0,1012.5,21.9,69.0,28.56,1.43,7.7,84
4,5.32433429836,207,27.95,1012.85,21.5,67.5,28.48,1.36,7.7,75.0
4,4.67237499652,177,27.9,1013.2,21.1,66.0,28.41,1.3,7.7,66
4,48.3,363.0,28.0,1013.05,21.9,69.0,28.45,1.83,11.5,219.0
4,4.12907557832,183,28.1,1012.9,22.7,72.0,28.48,2.37,15.3,372.0
4,4.67237499652,216,27.8,1012.5,22.8,74.0,28.33,1.62,8.0,72
4,4.12907557832,207,28.3,1014.3,22.3,70.0,28.26,1.35,1.6,279.0
4,3.47711627648,204,28.5,1013.0,22.8,71.0,28.6,1.34,6.9,75
4,2.93381685828,180,26.4,1013.3,22.45,79.0,28.53,1.38,7.15,73.5
4,3.47711627648,162,24.3,1013.6,22.1,87.0,28.46,1.41,7.4,72
4,4.3463953456,174,24.7,1014.0,22.2,85.0,28.4,1.31,8.0,75
4,2.39051744008,186,27.2,1014.8,21.6,72.0,28.38,1.21,7.7,75
4,2.716497091,186,27.8,1013.0,21.9,70.0,28.99,1.33,7.4,75
4,4.02041569468,171,23.6,1014.0,21.8,90.0,28.39,1.26,7.4,105
4,2.60783720736,174,27.2,1011.6,23.3,79.0,28.7,1.49,8.3,93
4,3.47711627648,183,27.8,1013.4,22.8,74.0,28.51,1.35,7.7,75
5,1.0865988364,204,27.4,1012.4,23.5,79.0,28.43,18.84,18.0,351.0
5,4.56371511288,192,27.4,1012.5,23.1,77.0,28.44,1.43,7.7,72
5,0.977938952759,186,28.0,1012.85,22.5,72.0,28.64,1.33,14.45,142.5
5,0.977938952759,186,28.6,1013.2,21.9,67.0,28.84,1.23,21.2,213.0
5,4.3463953456,171,27.7,1016.0,22.6,74.0,28.52,1.37,8.3,81
5,3.04247674192,219,26.85,1016.75,22.6,77.5,28.38,5.06,12.45,169.5
5,2.49917732372,24,26.0,1017.5,22.6,81.0,28.24,8.76,16.6,258
5,5.32433429836,351.0,25.3,1014.9,22.6,85.0,28.03,4.4,16.0,324
5,7.38887208751,324,25.4,1016.0,23.0,86.0,27.74,2.23,7.1,144
5,6.84557266931,315,25.85,1016.25,23.05,84.5,27.34,2.25,7.7,144.0
5,6.30227325111,285,26.3,1016.5,23.1,83.0,26.93,2.28,8.3,144
5,31.4,306.0,-2.9,907.3,10.2,54.0,10.585,14.14,17.4,306.0
5,5.97629360019,333,27.4,1017.1,20.6,66.0,26.2,1.93,8.0,126
5,4.78103488016,318,27.5,1014.8,20.3,66.0,21.79,1.52,9.1,117
5,4.78103488016,324,27.5,1015.6,20.4,65.0,27.02,1.51,9.1,114
5,3.91175581104,330,27.4,1016.2,20.55,66.0,26.92,1.34,9.3,115.5
5,3.2597965092,324,27.3,1016.8,20.7,67.0,26.83,1.17,9.5,117
5,2.60783720736,330,27.5,1014.5,22.0,72.0,28.35,1.16,9.5,114
5,2.28185755644,315,27.35,1015.0,21.95,72.5,28.33,1.12,8.9,109.5
5,1.0865988364,303,27.2,1015.5,21.9,73.0,28.3,1.08,8.3,105
5,0.5432994182,324,28.5,1017.4,22.2,69.0,28.37,2.51,8.1,315
5,4.78103488016,315,27.95,1016.4,21.7,69.0,28.27,1.86,8.4,223.5
5,4.45505522924,306,27.4,1015.4,21.2,69.0,28.18,1.22,8.7,132
5,4.12907557832,312,27.75,1016.8,21.65,69.5,28.21,1.16,8.7,132.0
5,4.02041569468,312,28.1,1018.2,22.1,70.0,28.25,1.09,8.7,132
5,4.78103488016,312,27.7,1017.6,22.65,74.0,28.26,0.98,16.2,121.5
5,6.51959301839,291,27.3,1017.0,23.2,78.0,28.26,0.86,23.7,111.0
5,4.99835464744,282,27.6,1015.7,22.0,71.0,28.24,1.25,5.4,129
5,4.45505522924,294,27.7,1016.35,21.3,68.0,28.25,7.88,6.95,127.5
5,4.56371511288,282,27.8,1017.0,20.6,65.0,28.27,14.5,8.5,126.0
5,4.67237499652,282,27.6,1015.5,19.6,62.0,28.25,1.19,8.0,111
5,4.3463953456,285,27.2,1015.4,19.3,62.0,28.25,1.08,8.3,111
5,4.12907557832,282,27.6,1016.9,19.6,62.0,28.28,1.07,8.7,114
5,4.12907557832,282,27.6,1016.9,19.6,62.0,28.28,1.07,8.7,114
5,2.82515697464,282,27.7,1016.3,19.8,62.0,28.37,1.14,7.1,111
5,2.06453778916,285,27.1,1016.0,20.4,67.0,28.26,1.02,6.9,105
5,2.716497091,264,27.0,1015.4,20.6,68.0,28.22,0.99,9.1,96
5,2.93381685828,252,27.7,1016.5,21.1,67.0,28.5,1.07,11.1,108
5,3.2597965092,243,27.6,1014.7,20.0,63.0,28.53,1.14,10.5,99
5,3.2597965092,252,27.4,1015.4,20.15,64.5,28.45,1.15,11.9,106.5
5,3.58577616012,249,27.2,1016.1,20.3,66.0,28.38,1.16,13.3,114
5,3.47711627648,255,27.0,1015.2,20.6,68.0,28.35,1.12,12.5,108
5,3.15113662556,246,27.0,1015.4,20.8,69.0,28.3,1.07,13.3,111
5,3.2597965092,252,27.3,1014.9,20.75,67.5,28.41,1.18,12.55,112.5
5,2.49917732372,258,27.6,1014.4,20.7,66.0,28.51,1.28,11.8,114
5,3.47711627648,243,27.5,1016.0,20.9,67.0,28.33,1.22,9.5,102
5,2.1731976728,234,27.2,1015.9,20.4,66.0,28.29,1.29,12.5,105
5,1.84721802188,228,27.1,1014.9,20.7,68.0,28.26,1.28,7.7,93
5,1.73855813824,135,27.1,1015.25,20.95,69.0,28.34,10.4,9.15,100.5
5,2.6,261.0,27.1,1015.6,21.2,70.0,28.41,19.52,10.6,108.0
5,4.67237499652,237,26.8,1014.4,22.8,79.0,28.27,6.39,10.9,339.0
5,4.3463953456,240,26.7,1014.5,22.5,77.0,28.26,1.27,0.0,3.0
5,1.6298982546,246,27.9,1014.9,22.1,71.0,28.94,1.08,7.7,93
5,14.7,342.0,27.4,1014.8,21.5,70.0,28.83,0.99,7.4,87
5,1.6298982546,231,27.1,1015.1,22.0,73.0,28.59,0.98,6.9,90
5,1.84721802188,222,26.8,1014.4,22.0,75.0,28.4,0.92,7.7,96
5,0.977938952759,198,26.8,1014.9,21.4,72.0,28.26,0.98,6.9,93
5,0.5432994182,189,26.8,1016.5,22.0,75.0,28.82,0.93,7.7,93
5,2.82515697464,354.0,23.0,1015.9,22.2,79.0,25.72,2.34,13.3,36.0
5,4.3463953456,288,25.25,1016.4,21.8,74.0,26.95,1.9,10.2,88.5
5,4.56371511288,312,27.5,1016.9,21.4,69.0,28.17,1.47,7.1,141
5,4.99835464744,306,27.6,1018.1,22.6,74.0,28.16,1.51,8.0,135
5,4.23773546196,69,24.1,1017.5,22.0,88.0,27.32,1.64,8.0,132
5,7.28021220387,306,24.4,1019.0,22.2,87.5,25.17,1.67,7.55,232.5
5,4.78103488016,288,24.7,1020.5,22.4,87.0,23.02,1.71,7.1,333
5,6.41093313475,261,24.8,1018.4,21.1,80.0,28.18,1.7,7.4,138
5,5.75897383291,309,24.4,1017.7,21.7,85.0,28.21,1.96,7.1,144
5,5.75897383291,309,24.4,1017.7,21.7,85.0,28.21,1.96,7.1,144
5,4.23773546196,273,27.0,1018.7,20.3,67.0,28.1,1.84,6.9,144
5,5.65031394927,297,26.5,1017.4,20.7,70.0,28.17,1.83,6.5,135
5,4.99835464744,273,27.2,1016.9,19.7,64.0,28.19,1.97,6.5,138
5,4.56371511288,267,27.0,1017.0,20.2,66.0,28.18,1.67,6.5,132
5,4.8896947638,264,27.05,1016.85,20.9,67.5,28.14,11.05,4.8,208.5
5,4.02041569468,249,27.1,1016.7,21.6,69.0,28.1,20.44,3.1,285.0
5,4.78103488016,249,26.4,1016.35,21.65,74.0,28.09,10.86,6.55,201.0
5,4.23773546196,240,26.05,1016.17,21.67,76.5,28.09,6.06,8.28,159.0
5,3.91175581104,234,25.7,1016.0,21.7,79.0,28.09,1.27,10.0,117
5,4.23773546196,240,25.3,1016.1,21.3,78.0,27.94,1.29,9.1,123
5,5.54165406564,195,26.4,1015.6,22.3,78.0,28.08,1.32,8.7,105
5,4.8896947638,186,26.75,1014.8,22.05,75.0,28.03,1.29,9.9,100.5
5,4.02041569468,201,27.1,1014.0,21.8,72.0,27.98,1.27,11.1,96
5,4.67237499652,192,27.5,948.8,24.85,96.0,24.27,1.17,11.1,81.0
5,4.45505522924,180,27.9,883.6,27.9,120.0,20.555,1.07,11.1,66
5,5.54165406564,177,27.5,1013.0,22.4,73.0,28.04,1.12,11.1,57
5,5.21567441472,189,27.1,1012.7,22.1,74.0,27.86,1.06,10.5,54
5,3.8030959274,186,27.5,1013.6,22.1,73.0,25.36,0.97,10.8,51.0
5,3.2597965092,171,27.9,1014.5,22.1,72.0,22.86,0.88,11.1,48
5,2.28185755644,198,28.0,1013.6,22.6,72.0,28.03,0.84,11.8,54
5,2.39051744008,195,27.5,1015.9,22.1,72.0,27.9,0.84,11.8,60
5,3.58577616012,225,27.1,1015.5,22.0,74.0,27.85,0.73,11.8,69
5,3.15113662556,237,27.0,1016.8,21.6,72.5,27.86,0.45,15.7,61.5
5,2.82515697464,252,26.95,1017.45,21.4,71.75,27.86,0.3,17.65,57.75
5,2.82515697464,291,26.9,1018.1,21.2,71.0,27.86,0.16,19.6,54
5,4.02041569468,315,27.3,1017.75,21.65,71.0,28.06,0.49,13.05,88.5
5,3.04247674192,285,27.5,1017.58,21.88,71.0,28.16,0.66,9.78,105.75
5,3.2597965092,321,27.7,1017.4,22.1,71.0,28.26,0.82,6.5,123
5,4.23773546196,318,27.65,1016.95,21.5,69.0,28.11,1.15,7.1,118.5
5,3.2597965092,255,27.6,1016.5,20.9,67.0,27.95,1.47,7.7,114
5,3.47711627648,261,27.2,1016.85,21.05,69.0,27.94,1.32,7.4,108.0
5,2.93381685828,252,27.0,1017.03,21.12,70.0,27.94,1.25,7.25,105.0
5,3.36845639284,273,26.8,1017.2,21.2,71.0,27.93,1.17,7.1,102
5,3.2597965092,333,25.2,1013.1,22.0,82.0,26.9,1.31,7.1,111
5,2.60783720736,216,14.9,959.75,14.4,81.0,20.41,1.06,5.3,171.0
5,2.60783720736,216,4.6,906.4,6.8,80.0,13.915,0.81,3.5,231
5,0.11259972222,336,16.0,961.8,14.3,75.5,20.91,1.02,5.9,163.5
5,3.69443604376,240,21.7,989.5,18.05,73.25,24.41,1.13,7.1,129.75
5,3.36845639284,246,24.55,1003.35,19.93,72.12,26.16,1.19,7.7,112.88
5,3.2597965092,237,27.4,1017.2,21.8,71.0,27.91,1.24,8.3,96
5,1.84721802188,234,27.35,1016.6,21.85,71.5,28.07,2.46,13.85,139.5
5,2.49917732372,228,27.3,1016.0,21.9,72.0,28.23,3.68,19.4,183.0
5,4.02041569468,210,26.65,1016.85,22.35,77.0,28.14,2.84,13.25,181.5
5,2.06453778916,204,26.32,1017.28,22.58,79.5,28.09,2.42,10.18,180.75
5,9.01877034211,333,26.0,1017.7,22.8,82.0,28.05,2.0,7.1,180
5,8.25815115663,345.0,24.9,1019.9,22.3,85.0,27.8,2.26,6.9,165
5,8.91011045847,315,25.4,1018.1,21.7,80.0,27.04,2.17,7.7,150
5,7.38887208751,312,26.5,1018.4,21.2,72.0,27.07,2.24,7.1,150
5,6.73691278567,312,26.6,1009.9,20.5,69.0,1.94,1.84,8.3,147
5,5.97629360019,324,26.3,1017.1,19.3,65.0,27.1,2.0,7.7,150
5,5.97629360019,345.0,26.2,1016.4,18.8,64.0,27.13,9.61,6.4,21.0
5,5.97629360019,342.0,26.4,1015.4,20.2,69.0,27.0,1.76,8.3,153
5,5.97629360019,342.0,26.1,1015.8,26.1,69.0,26.96,1.76,8.3,153
5,4.45505522924,333,25.9,1015.55,23.05,69.5,26.93,1.77,4.3,261.0
5,10.8095733331,348.0,25.7,1015.3,20.0,70.0,26.9,1.78,0.3,369.0
5,3.91175581104,348.0,26.1,1016.5,20.4,71.0,27.2,8.2,17.1,252.0
5,4.67237499652,174,-5.9,874.7,29.7,40.0,13.445,2.74,17.4,312
5,3.36845639284,330,26.1,1017.9,20.7,72.0,26.87,1.23,10.0,141
5,3.15113662556,333,26.55,1017.65,21.15,72.0,27.09,2.52,9.25,157.5
5,3.04247674192,342.0,27.0,1017.4,21.6,72.0,27.3,3.82,8.5,174.0
5,3.2597965092,303,26.7,1017.95,21.5,73.0,27.25,2.57,9.8,156.0
5,2.93381685828,288,26.4,1018.5,21.4,74.0,27.19,1.32,11.1,138
5,3.15113662556,261,26.4,1018.0,21.9,76.0,27.23,1.31,8.0,129
5,3.36845639284,249,27.0,1018.3,20.8,69.0,27.28,1.38,8.3,105
5,3.58577616012,270,26.7,1016.8,21.1,72.0,27.43,1.19,8.7,102
5,2.82515697464,273,26.7,1017.1,20.4,68.0,27.33,1.2,8.3,102
5,4.27878944436,156,26.7,1015.7,20.6,69.0,27.27,1.4,7.4,111
5,2.716497091,267,26.5,1015.2,20.6,70.0,27.24,1.23,9.1,102
5,3.15113662556,270,26.6,1015.7,21.0,72.0,27.22,1.21,8.0,108
5,26.6,282.0,26.8,1016.9,20.9,70.0,25.67,10.9,3.8,354.0
5,2.06453778916,231,26.5,1013.4,21.0,72.0,27.34,1.22,8.0,99
5,0.5432994182,348.0,26.3,1013.6,21.25,74.0,27.31,1.29,7.7,97.5
5,2.06453778916,291,26.1,1013.8,21.5,76.0,27.28,1.35,7.4,96
5,1.41257848732,240,26.5,1015.1,21.1,104.0,27.25,1.26,7.4,102
5,0.0,192.0,27.0,1013.0,20.9,69.0,28.645,9.19,17.1,123.0
5,1.30391860368,270,26.55,1012.95,21.0,71.5,28.01,5.12,12.1,117.0
6,2.39051744008,261,26.1,1012.9,21.1,74.0,27.38,1.04,7.1,111
6,2.06453778916,258,26.4,1014.35,23.9,73.5,18.25,1.65,15.95,201.0
6,1.95587790552,246,26.55,1015.08,25.3,73.25,13.68,1.95,20.38,246.0
6,1.95587790552,237,26.7,1015.8,26.7,73.0,9.115,2.25,24.8,291.0
6,0.10865988364,183,26.65,1014.4,23.8,72.0,18.48,1.62,16.1,201.0
6,0.21731976728,186,26.6,1013.0,20.9,71.0,27.84,0.99,7.4,111
6,2.39051744008,225,26.6,1013.6,21.2,72.0,27.94,0.92,6.9,108
6,3.2597965092,231,26.4,1012.9,21.7,75.0,27.36,0.8,7.1,102
6,3.36845639284,216,26.4,1012.75,21.65,75.0,27.35,0.8,8.8,103.5
6,2.49917732372,213,26.4,1012.6,21.6,75.0,27.34,0.79,10.5,105
6,4.56371511288,210,26.75,1012.7,21.65,73.5,27.41,0.79,10.8,102.0
6,2.716497091,192,27.1,1012.8,21.7,72.0,27.49,0.78,11.1,99
6,3.15113662556,225,26.8,1012.7,21.5,73.0,27.43,0.76,7.4,99
6,4.8896947638,207,26.8,1013.8,21.5,73.0,27.27,0.8,6.9,87
6,0.977938952759,177,26.75,1013.8,21.6,73.5,27.14,0.89,10.6,79.5
6,4.02041569468,168,26.7,1013.8,21.7,74.0,27.01,0.98,14.3,72
6,4.45505522924,174,27.3,1011.9,21.8,72.0,27.14,1.06,13.3,69
6,4.45505522924,174,27.2,1025.0,21.55,71.0,16.94,1.0,12.9,70.5
6,4.23773546196,174,27.15,1031.55,21.43,70.5,11.84,0.97,12.7,71.25
6,4.56371511288,168,27.1,1038.1,21.3,70.0,6.74,0.94,12.5,72
6,5.54165406564,186,27.15,1025.9,21.55,71.0,16.94,1.09,8.5,61.5
6,5.54165406564,171,27.2,1013.7,21.8,72.0,27.14,1.24,4.5,51
6,4.8896947638,177,27.1,1013.3,21.9,73.0,27.12,1.24,12.5,51
6,4.67237499652,159,27.15,1012.85,22.0,73.5,27.1,1.12,11.2,51.0
6,3.8030959274,153,27.17,1012.62,22.05,73.75,27.09,1.06,10.55,51.0
6,4.45505522924,168,27.19,1012.51,22.08,73.88,27.09,1.03,10.23,51.0
6,4.12907557832,189,27.2,1012.4,22.1,74.0,27.08,1.0,9.9,51
6,4.3463953456,195,14.55,1006.2,23.1,69.5,26.38,2.1,7.45,202.5
6,4.56371511288,354.0,1.9,1000.0,24.1,65.0,25.685,3.21,5.0,354.0
6,16.6,75.0,20.7,882.5,20.7,76.0,22.46,0.56,2.3,153.0
6,4.12907557832,207,27.3,1016.5,22.0,73.0,27.03,1.02,5.3,51
6,5.10701453108,198,27.2,1015.6,21.9,73.0,27.14,1.02,5.7,48
6,4.99835464744,195,27.2,1012.7,22.2,74.0,27.28,1.12,10.0,39
6,4.99835464744,195,27.2,1012.7,22.2,74.0,27.28,1.12,10.0,39
6,4.56371511288,177,26.7,1014.4,22.1,76.0,27.2,1.05,9.5,42
6,4.56371511288,177,26.7,1014.4,22.1,76.0,27.2,1.05,9.5,42
6,4.12907557832,183,27.0,1013.0,22.5,76.0,27.32,1.11,6.9,39
6,4.78103488016,183,26.7,1011.8,22.2,76.0,27.28,1.29,7.1,42
6,6.95423255295,180,26.7,1011.8,22.2,76.0,27.28,1.29,7.1,42
6,6.19361336747,156,26.8,1012.4,21.9,74.0,27.25,1.41,5.1,24
6,5.432994182,153,27.3,1011.7,23.3,78.0,27.39,1.38,13.5,84
6,5.54165406564,153,27.4,1011.4,23.1,77.0,27.4,1.39,9.1,33
6,6.19361336747,159,27.2,1011.85,23.5,80.0,27.38,1.43,8.6,30.0
6,6.30227325111,180,27.0,1012.3,23.9,83.0,27.37,1.47,8.1,27
6,4.78103488016,171,27.1,1013.4,23.8,82.0,27.34,1.47,5.0,30
6,3.47711627648,177,27.15,1014.35,23.6,81.0,27.43,1.27,6.65,39.0
6,3.69443604376,210,27.2,1015.3,23.4,80.0,27.52,1.07,8.3,48
6,3.69443604376,210,27.2,1015.3,23.4,80.0,27.52,1.07,8.3,48
6,3.58577616012,192,27.05,1015.35,23.05,79.0,27.45,1.08,8.3,54.0
6,3.69443604376,201,26.9,1015.4,22.7,78.0,27.37,1.09,8.3,60
6,2.716497091,183,27.25,1015.55,22.4,75.0,27.51,1.0,7.85,70.5
6,1.30391860368,153,27.6,1015.7,22.1,72.0,27.64,0.91,7.4,81
6,1.30391860368,153,27.6,1015.7,22.1,72.0,27.64,0.91,7.4,81
6,1.6298982546,15,26.9,1016.8,22.1,75.0,27.6,0.98,7.7,114
6,6.84557266931,348.0,25.9,1016.5,23.1,84.0,27.34,1.52,6.5,165
6,5.21567441472,9,25.1,1016.5,23.3,90.0,27.23,1.43,6.3,162
6,4.45505522924,183,25.8,1016.0,22.5,82.0,27.13,1.36,7.4,150
6,3.36845639284,60,26.4,1017.3,23.2,82.0,27.05,1.21,5.9,144
6,1.95587790552,144,26.5,1017.1,22.6,79.0,27.04,1.16,11.1,135
6,2.49917732372,126,26.4,1016.85,22.25,78.0,27.05,10.81,18.3,258.0
6,3.15113662556,63,26.3,1016.6,21.9,77.0,27.05,20.47,25.5,381.0
6,2.716497091,39,26.6,1018.0,21.7,75.0,27.35,1.0,10.0,126
6,4.67237499652,330,26.5,1018.1,22.9,81.0,27.14,1.0,15.3,204
6,5.432994182,324,26.0,1018.0,25.0,85.0,27.06,1.13,10.5,153
6,5.97629360019,120,16.5,981.6,16.5,53.0,27.12,12.65,19.6,180.0
6,2.49917732372,357.0,24.7,1019.1,22.9,89.0,26.93,1.6,6.7,168
6,3.04247674192,30,24.35,1019.35,22.3,87.5,26.82,6.75,4.15,265.5
6,2.82515697464,51,24.0,1019.6,21.7,86.0,26.71,11.89,1.6,363.0
6,4.02041569468,336.0,25.3,1019.8,25.2,82.0,27.1,0.59,8.0,162
6,3.69443604376,336,25.7,1020.3,21.7,79.0,27.07,1.07,7.1,162
6,8.80145057483,330,24.4,1020.8,22.1,87.0,27.04,2.29,6.5,177
6,7.60619185479,144,24.4,1020.6,21.7,84.0,27.0,2.58,7.1,165
6,9.34474999303,54,24.55,1021.5,21.1,81.0,26.92,2.9,7.7,163.5
6,8.04083138935,315,24.7,1022.4,20.5,78.0,26.84,3.21,8.3,162
6,12.6111688886,162,24.9,1021.6,20.3,75.0,26.79,2.76,7.7,168
6,8.69279069119,324,25.7,1022.1,17.3,60.0,26.77,2.53,8.0,165
6,6.19361336747,324,25.35,1021.8,17.95,64.0,26.7,2.21,7.55,160.5
6,7.38887208751,336,25.0,1021.5,18.6,68.0,26.63,1.89,7.1,156
6,6.62825290203,324,25.05,1021.2,18.6,67.5,26.66,1.73,6.6,163.5
6,6.62825290203,339.0,25.1,1020.9,18.6,67.0,26.68,1.58,6.1,171
6,7.28021220387,339.0,25.1,1020.9,18.6,67.0,26.68,1.58,6.1,171
6,7.28021220387,339.0,25.1,1020.9,18.6,67.0,26.68,1.58,6.1,171
6,6.08495348383,327,25.0,1022.1,17.6,64.0,26.65,1.35,6.5,162
6,5.10701453108,336,24.8,1020.4,-8.7,62.0,26.67,1.31,6.5,147
6,4.99835464744,336.0,24.8,1020.5,4.7,64.0,26.62,1.31,6.4,148.5
6,6.08495348383,330,24.8,1020.6,18.1,66.0,26.57,1.3,6.3,150
6,6.73691278567,333,25.0,1019.4,19.0,69.0,26.49,1.32,7.1,150
6,5.432994182,315,24.8,1020.1,19.9,78.0,26.21,1.31,7.1,141
6,16.298982546,198,24.9,1019.85,19.0,71.5,26.19,1.24,6.7,135.0
6,4.12907557832,312,25.0,1019.6,18.1,65.0,26.17,1.17,6.3,129
6,4.12907557832,303,25.6,1019.9,15.6,54.0,26.26,1.2,5.9,123
6,3.58577616012,315,25.9,1019.5,17.9,61.0,26.21,3.8,6.5,162.0
6,2.49917732372,282,25.8,1020.2,20.2,71.0,26.13,1.14,7.1,114
6,4.67237499652,300,25.9,1018.8,19.6,68.0,26.19,1.25,6.7,114
6,4.45505522924,294,26.0,1018.3,19.5,67.0,26.31,1.25,5.7,117
6,4.02041569468,285,25.7,1018.8,18.8,65.0,26.25,1.18,6.9,123
6,4.02041569468,285,25.7,1018.8,18.8,65.0,26.25,1.18,6.9,123
6,3.36845639284,285,25.7,1020.0,19.8,70.0,26.06,1.09,6.5,123
6,4.67237499652,294,25.5,1018.4,20.1,72.0,26.04,0.99,11.8,117
6,4.67237499652,294,25.9,1018.6,18.85,65.5,31.25,1.04,9.45,112.5
6,3.69443604376,276,26.3,1018.8,17.6,59.0,36.46,1.08,7.1,108
6,3.15113662556,285,26.0,1018.3,18.4,63.0,26.24,1.02,5.9,102
6,3.8030959274,285,25.8,1019.6,19.3,67.0,26.15,0.95,7.4,105
6,3.8030959274,306,25.6,1019.8,19.5,69.0,26.13,0.96,6.9,102
6,4.45505522924,309,25.5,1018.4,19.9,71.0,26.08,0.94,6.9,108
6,4.56371511288,306,25.5,1018.6,19.8,71.0,26.08,0.9,7.4,105
6,3.36845639284,327,25.55,1019.85,20.45,73.5,26.07,1.0,7.4,120.0
6,4.12907557832,321,25.58,1020.48,20.77,74.75,26.06,1.04,7.4,127.5
6,5.10701453108,321,25.6,1021.1,21.1,76.0,26.06,1.09,7.4,135
6,4.99835464744,327,25.8,1021.2,20.7,74.0,26.06,1.26,11.4,159
6,7.28021220387,303,24.1,1019.5,19.9,77.0,25.98,1.44,5.7,141
6,4.12907557832,300,25.6,1020.1,19.5,69.0,26.13,1.4,5.3,126
6,3.58577616012,297,25.6,1020.5,20.0,71.0,26.12,1.07,7.8,225.0
6,2.1731976728,249,25.2,1018.8,20.0,73.0,26.06,1.18,7.1,114
6,3.15113662556,246,12.85,1070.8,19.9,70.5,26.07,1.29,7.4,121.5
6,2.39051744008,237,0.5,1122.8,19.8,68.0,26.09,1.41,7.7,129
6,2.39051744008,264,26.0,1020.3,19.1,66.0,26.23,1.61,7.4,33
6,2.39051744008,282,25.5,1019.3,19.0,67.0,26.11,1.53,12.5,135
6,3.2597965092,279,25.4,1018.2,20.0,72.0,26.09,1.38,7.4,126
6,2.716497091,273,25.75,1019.1,20.35,72.0,26.17,1.34,7.4,124.5
6,3.15113662556,288,26.1,1020.0,20.7,72.0,26.25,1.31,7.4,123
6,4.12907557832,300,25.9,1019.1,20.7,73.0,26.28,1.19,7.4,120
6,4.12907557832,300,25.9,1019.1,20.7,73.0,26.28,1.15,9.0,312
6,5.32433429836,288,24.9,1020.7,20.8,78.0,26.06,1.45,7.7,129
6,7.17155232023,330,23.7,1019.6,19.5,77.0,26.05,1.64,17.8,135
6,4.56371511288,312,25.2,1019.8,21.0,78.0,26.03,1.46,5.4,129
6,7.49753197115,312,24.8,1020.6,20.5,77.5,25.99,1.92,7.05,139.5
6,8.80145057483,321,24.6,1021.0,20.25,77.25,25.97,2.15,7.88,144.75
6,6.95423255295,324,24.4,1021.4,20.0,77.0,25.95,2.38,8.7,150
6,7.71485173843,285,22.2,1021.2,20.3,89.0,26.09,0.0,0.0,0.0
6,4.56371511288,153,23.5,1020.5,20.5,83.0,26.1,2.4,8.7,141
6,4.8896947638,306,25.6,1021.8,20.5,73.0,26.16,2.83,10.5,138
6,4.99835464744,300,26.0,1020.9,19.4,67.0,26.19,2.37,7.7,135
6,5.10701453108,297,25.1,1021.2,19.8,74.0,26.165,2.27,7.9,135
6,5.10701453108,297,25.1,1021.2,20.2,74.0,26.16,4.5,22.2,318.0
6,5.21567441472,297,22.2,1022.0,21.0,76.0,26.16,2.23,10.0,132
6,5.54165406564,288,25.6,1021.8,21.0,75.0,26.15,17.85,10.9,327.0
6,6.62825290203,291,26.0,1021.9,19.9,69.0,26.15,2.49,11.1,129
6,5.86763371655,294,25.9,1020.9,20.0,70.0,26.24,2.5,11.1,129
6,4.23773546196,297,24.95,1020.5,20.6,75.0,26.14,3.1,12.6,205.5
6,3.8030959274,294,24.0,1020.1,21.2,80.0,26.04,3.71,14.1,282
6,3.91175581104,294,25.1,1020.1,21.2,79.0,26.08,2.12,10.0,135
6,2.93381685828,297,25.0,1020.1,21.5,81.0,26.08,2.14,10.25,127.5
6,4.02041569468,285,24.95,1020.1,21.65,82.0,26.08,2.15,10.38,123.75
6,1.95587790552,252,24.9,1020.1,21.8,83.0,26.08,2.16,10.5,120
6,5.54165406564,264,25.25,1020.3,21.1,78.0,26.05,2.27,10.25,117.0
6,5.32433429836,270,25.43,1020.4,20.75,75.5,26.04,2.32,10.12,115.5
6,5.54165406564,273,25.6,1020.5,20.4,73.0,26.02,2.37,10.0,114
6,5.21567441472,267,25.6,1020.5,17.5,73.0,26.03,13.65,17.0,318.0
